name,code,ean,description,photos,category_path,category_name,price_net,tax,price_gross,currency,is_available,stock,availability_date,base_unit_of_measure,items_in_package_count,has_carton_packaging,base_units_in_carton_count,hs_code,country_of_origin,width_cm,height_cm,depth_cm,weight_kg,remarks
"Wrapping paper pink, mix, 70x200cm (1 pkt / 2 pc.)",PAPZ3-081-019M,5901157437570,"Wrapping paper, pink with gold metallized pattern (leaves and dots), height approx. 70 cm, length approx. 2 m. <BR>(1 pkt / 2 pc.)",https://shop.partydeco.pl/media/products/ebf67cbe99b5bc1ad4ae6d6989fe2fe6/images/PAPZ3-081-019M_01_S.jpg;https://shop.partydeco.pl/media/products/ebf67cbe99b5bc1ad4ae6d6989fe2fe6/images/PAPZ3-081-019M_03_S.jpg;https://shop.partydeco.pl/media/products/ebf67cbe99b5bc1ad4ae6d6989fe2fe6/images/PAPZ3-081-019M_04_S.jpg;https://shop.partydeco.pl/media/products/ebf67cbe99b5bc1ad4ae6d6989fe2fe6/images/PAPZ3-081-019M_02_S.jpg;https://shop.partydeco.pl/media/products/ebf67cbe99b5bc1ad4ae6d6989fe2fe6/images/PAPZ3-081-019M_op_01_S.jpg;https://shop.partydeco.pl/media/products/ebf67cbe99b5bc1ad4ae6d6989fe2fe6/images/PAPZ3-081-019M_05_S.jpg;https://shop.partydeco.pl/media/products/ebf67cbe99b5bc1ad4ae6d6989fe2fe6/images/PAPZ3-081-019M_06_S.jpg;https://shop.partydeco.pl/media/products/ebf67cbe99b5bc1ad4ae6d6989fe2fe6/images/PAPZ3-081-019M_07_S.jpg,"Products > Wrapping paper and Gift bags / Baker's Twine","Wrapping paper and Gift bags / Baker's Twine",12.68,23,15.60,PLN,1,288,,PK,2,1,25,48119000,CHN,8.5,4,70,0.2875,
"Wrapping paper Cat, mix, 70x200cm (1 pkt / 2 pc.)",PAPZ8,5901157464910,"Wrapping paper Cat, mix of designs, height approx. 70 cm, length approx. 2 m. <BR>(1 pkt / 2 pc.)",https://shop.partydeco.pl/media/products/1846355ff34b88781f20919f89b53d0f/images/PAPZ8_01_S.jpg;https://shop.partydeco.pl/media/products/1846355ff34b88781f20919f89b53d0f/images/PAPZ8_02_S.jpg;https://shop.partydeco.pl/media/products/1846355ff34b88781f20919f89b53d0f/images/PAPZ8_op_01_S.jpg;https://shop.partydeco.pl/media/products/1846355ff34b88781f20919f89b53d0f/images/PAPZ8_03_S.jpg;https://shop.partydeco.pl/media/products/1846355ff34b88781f20919f89b53d0f/images/PAPZ8_04_S.jpg;https://shop.partydeco.pl/media/products/1846355ff34b88781f20919f89b53d0f/images/PAPZ8_05_S.jpg,"Products > Wrapping paper and Gift bags / Baker's Twine","Wrapping paper and Gift bags / Baker's Twine",12.68,23,15.60,PLN,1,300,,PK,2,1,25,48119000,CHN,8.5,4,70,0.2876,
"Selfie photo frame kit - Best Wedding",PBF2,5900779104044,"Selfie photo frame kit, set contains: white photo frame with gold inscription Best Wedding (size after assembling approx. 50 x 59.5 cm, 1 piece), props on a stick in a gold colour (height after assembling approx. 21 – 42 cm, 8 pieces), clear balloons with a gold hearts print (size approx. 30 cm, 3 pieces) and approx. 3 m of a gold twine.",https://shop.partydeco.pl/media/products/85c3b36eab49fd5406c168bfabb28be9/images/PBF2_02_S.jpg;https://shop.partydeco.pl/media/products/85c3b36eab49fd5406c168bfabb28be9/images/PBF2_03_S.jpg;https://shop.partydeco.pl/media/products/85c3b36eab49fd5406c168bfabb28be9/images/PBF2_04_S.jpg;https://shop.partydeco.pl/media/products/85c3b36eab49fd5406c168bfabb28be9/images/PBF2_01_S.jpg;https://shop.partydeco.pl/media/products/85c3b36eab49fd5406c168bfabb28be9/images/PBF2_05_S.jpg;https://shop.partydeco.pl/media/products/85c3b36eab49fd5406c168bfabb28be9/images/PBF2_06_S.jpg;https://shop.partydeco.pl/media/products/85c3b36eab49fd5406c168bfabb28be9/images/PBF2_op_01_S.jpg;https://shop.partydeco.pl/media/products/85c3b36eab49fd5406c168bfabb28be9/images/PBF2_01a_S.jpg;https://shop.partydeco.pl/media/products/85c3b36eab49fd5406c168bfabb28be9/images/PBF2_07_S.jpg,"Products > Gadgets for photo booths / Props > Boards and frames","Boards and frames",14.89,23,18.31,PLN,1,300,,PC,1,1,50,95059000,POL,28,0.2,38,0.05948,
"Place card holders Triangles, gold, 2.3 cm (1 pkt / 10 pc.)",PCH3-2-019,5900779101531,"Place card holders Triangles, gold, height approx. 2.3 cm.<BR>(1 pkt / 10 pc.)",https://shop.partydeco.pl/media/products/4f7395e748334988286d7c1c632a8ba5/images/PCH3-2-019_01_S.jpg;https://shop.partydeco.pl/media/products/4f7395e748334988286d7c1c632a8ba5/images/PCH3-2-019_02_S.jpg;https://shop.partydeco.pl/media/products/4f7395e748334988286d7c1c632a8ba5/images/PCH3-2-019_03_S.jpg;https://shop.partydeco.pl/media/products/4f7395e748334988286d7c1c632a8ba5/images/PCH3-2-019_04_S.jpg;https://shop.partydeco.pl/media/products/4f7395e748334988286d7c1c632a8ba5/images/PCH3-2-019_op_01_S.jpg,"Products > Cards / Pendants / Labels / Holders > Place cards holders","Place cards holders",7.84,23,9.64,PLN,1,300,,PK,10,1,50,83059000,CHN,9,3,15,0.0256,
"Decorative feathers, white, 10-16cm (1 pkt / 6 pc.)",PD2-008-019ME,5901157496690,"Decorative feathers, white with gold metallized top, length from approx. 10 cm to approx. 16 cm. <BR>(1 pkt / 6 pc.)",https://shop.partydeco.pl/media/products/0fdea04004e00be442cc88931a5715f8/images/PD2-008-019ME_01_S.jpg;https://shop.partydeco.pl/media/products/0fdea04004e00be442cc88931a5715f8/images/PD2-008-019ME_op_01_S.jpg;https://shop.partydeco.pl/media/products/0fdea04004e00be442cc88931a5715f8/images/PD2-008-019ME_02_S.jpg;https://shop.partydeco.pl/media/products/0fdea04004e00be442cc88931a5715f8/images/PD2-008-019ME_03_S.jpg,"Products > Rose petals / Feathers > Decorative feathers","Decorative feathers",2.05,23,2.52,PLN,1,300,,PK,6,1,50,67010000,CHN,7.5,0.5,18.5,0.0049,
"Pinata - Muffin, 9x10x3.5cm",PIN1,5900779102460,"Pinata in shape of muffin to fill with goodies, mix of colours, pinata contains a hanging bar, size approx. 9 x 10 x 3.5 cm",https://shop.partydeco.pl/media/products/6bd660874b299c38b96a0a9c6d0f6cbd/images/PIN1_01_S.jpg;https://shop.partydeco.pl/media/products/6bd660874b299c38b96a0a9c6d0f6cbd/images/PIN1_op_01_S.jpg;https://shop.partydeco.pl/media/products/6bd660874b299c38b96a0a9c6d0f6cbd/images/PIN1_02_S.jpg;https://shop.partydeco.pl/media/products/6bd660874b299c38b96a0a9c6d0f6cbd/images/PIN1_03_S.jpg;https://shop.partydeco.pl/media/products/6bd660874b299c38b96a0a9c6d0f6cbd/images/PIN1_04_S.jpg;https://shop.partydeco.pl/media/products/6bd660874b299c38b96a0a9c6d0f6cbd/images/PIN1_05_S.jpg;https://shop.partydeco.pl/media/products/6bd660874b299c38b96a0a9c6d0f6cbd/images/PIN1_06_S.jpg;https://shop.partydeco.pl/media/products/6bd660874b299c38b96a0a9c6d0f6cbd/images/PIN1_07_S.jpg,"Products > Pinatas",Pinatas,9.37,23,11.53,PLN,1,300,,PC,1,1,25,95059000,CHN,10.2,3.5,10.3,0.03715,
"Pinata - Unicorn, 8x8x2.5cm.",PIN2,5900779102477,"Pinata in shape of unicorn to fill with goodies, mix of colours, size approx. 8 x 8 x 2.5 cm",https://shop.partydeco.pl/media/products/c6b8dc999418e0976704e95eb221cfa4/images/PIN2_01_S.jpg;https://shop.partydeco.pl/media/products/c6b8dc999418e0976704e95eb221cfa4/images/PIN2_op_01_S.jpg;https://shop.partydeco.pl/media/products/c6b8dc999418e0976704e95eb221cfa4/images/PIN2_02_S.jpg;https://shop.partydeco.pl/media/products/c6b8dc999418e0976704e95eb221cfa4/images/PIN2_03_S.jpg;https://shop.partydeco.pl/media/products/c6b8dc999418e0976704e95eb221cfa4/images/PIN2_04_S.jpg;https://shop.partydeco.pl/media/products/c6b8dc999418e0976704e95eb221cfa4/images/PIN2_05_S.jpg,"Products > Pinatas",Pinatas,8.20,23,10.09,PLN,1,300,,PC,1,1,25,95059000,CHN,10.2,3.5,10.3,0.0258,
"Pinata - Ice cream, 6x11.5x3,5cm",PIN3,5900779102484,"Pinata in shape of ice cream to fill with goodies, mix of colours, pinata contains a hanging bar, size approx. 6 x 11.5 x 3.5 cm.",https://shop.partydeco.pl/media/products/44f24383d10196496eae4c989ac93157/images/PIN3_01_S.jpg;https://shop.partydeco.pl/media/products/44f24383d10196496eae4c989ac93157/images/PIN3_op_01_S.jpg;https://shop.partydeco.pl/media/products/44f24383d10196496eae4c989ac93157/images/PIN3_02_S.jpg;https://shop.partydeco.pl/media/products/44f24383d10196496eae4c989ac93157/images/PIN3_03_S.jpg;https://shop.partydeco.pl/media/products/44f24383d10196496eae4c989ac93157/images/PIN3_04_S.jpg;https://shop.partydeco.pl/media/products/44f24383d10196496eae4c989ac93157/images/PIN3_05_S.jpg;https://shop.partydeco.pl/media/products/44f24383d10196496eae4c989ac93157/images/PIN3_06_S.jpg,"Products > Pinatas",Pinatas,9.27,23,11.40,PLN,1,300,,PC,1,1,25,95059000,CHN,10.2,3.5,10.3,0.0332,
"Pinata - Cactus, 9.5x11.5x3.5cm",PIN4,5900779102491,"Pinata in shape of cactus to fill with goodies, mix of colours, pinata contains a hanging bar, size approx. 9.5 x 11.5 x 3.5 cm.",https://shop.partydeco.pl/media/products/2de99c05343dd27813cb9b43a7db9e2b/images/PIN4_01_S.jpg;https://shop.partydeco.pl/media/products/2de99c05343dd27813cb9b43a7db9e2b/images/PIN4_op_01_S.jpg;https://shop.partydeco.pl/media/products/2de99c05343dd27813cb9b43a7db9e2b/images/PIN4_02_S.jpg;https://shop.partydeco.pl/media/products/2de99c05343dd27813cb9b43a7db9e2b/images/PIN4_03_S.jpg,"Products > Pinatas",Pinatas,9.37,23,11.53,PLN,1,300,,PC,1,1,25,95059000,CHN,10.2,3.5,10.3,0.043,
"Piniata - Star, 10.5x9.5x3.5cm",PIN5,5900779102507,"Pinata in shape of star to fill with goodies, mix of colours, pinata contains a a hanging bar, size approx. 10.5 x 9.5 x 3.5 cm.",https://shop.partydeco.pl/media/products/2e8c4e3ab41f6066f3326936cc99087d/images/PIN5_01_S.jpg;https://shop.partydeco.pl/media/products/2e8c4e3ab41f6066f3326936cc99087d/images/PIN5_op_01_S.jpg;https://shop.partydeco.pl/media/products/2e8c4e3ab41f6066f3326936cc99087d/images/PIN5_02_S.jpg;https://shop.partydeco.pl/media/products/2e8c4e3ab41f6066f3326936cc99087d/images/PIN5_05_S.jpg;https://shop.partydeco.pl/media/products/2e8c4e3ab41f6066f3326936cc99087d/images/PIN5_06_S.jpg;https://shop.partydeco.pl/media/products/2e8c4e3ab41f6066f3326936cc99087d/images/PIN5_08_S.jpg;https://shop.partydeco.pl/media/products/2e8c4e3ab41f6066f3326936cc99087d/images/PIN5_10_S.jpg;https://shop.partydeco.pl/media/products/2e8c4e3ab41f6066f3326936cc99087d/images/PIN5_11_S.jpg,"Products > Pinatas",Pinatas,9.32,23,11.46,PLN,1,300,,PC,1,1,25,95059000,CHN,10.2,3.5,10.3,0.03715,
"Confetti push pop, iridescent",PPK5-081I,5900779102248,"Confetti push pop, made of pink iridescent foil, diameter of confetti approx. 15 mm.",https://shop.partydeco.pl/media/products/12e1d1f454ec6a8c73bbb3d13d6ef8ae/images/PPK5-081I_01_S.jpg;https://shop.partydeco.pl/media/products/12e1d1f454ec6a8c73bbb3d13d6ef8ae/images/PPK5-081I_op_01_S.jpg;https://shop.partydeco.pl/media/products/12e1d1f454ec6a8c73bbb3d13d6ef8ae/images/PPK5-081I_op_02_S.jpg;https://shop.partydeco.pl/media/products/12e1d1f454ec6a8c73bbb3d13d6ef8ae/images/PPK5-081I_op_03_S.jpg;https://shop.partydeco.pl/media/products/12e1d1f454ec6a8c73bbb3d13d6ef8ae/images/PPK5-081I_02_S.jpg;https://shop.partydeco.pl/media/products/12e1d1f454ec6a8c73bbb3d13d6ef8ae/images/PPK5-081I_03_S.jpg;https://shop.partydeco.pl/media/products/12e1d1f454ec6a8c73bbb3d13d6ef8ae/images/PPK5-081I_04_S.jpg,"Products > Confetti Cannons / Push Pops / Confetti > Push Pops","Push Pops",5.68,23,6.99,PLN,1,300,,PC,1,1,12,95059000,CHN,4.5,4.5,17,0.051,
"Decorative cake boxes - Thank you, gold, 14x8.5x14cm (1 pkt / 10 pc.)",PUDCS4-008-019ME,5900779104068,"Decorative cake boxes made of white paper with gold metallic inscription Thank you. Size after assembling approx. 14 x 8.5 x 14 cm.<BR>(1 pkt / 10 pc.)",https://shop.partydeco.pl/media/products/3e3a755062d1554bfd0b5f90b6c20ce4/images/PUDCS4-008-019ME_01_S.JPG;https://shop.partydeco.pl/media/products/3e3a755062d1554bfd0b5f90b6c20ce4/images/PUDCS4-008-019ME_02_S.jpg;https://shop.partydeco.pl/media/products/3e3a755062d1554bfd0b5f90b6c20ce4/images/PUDCS4-008-019ME_03_S.jpg;https://shop.partydeco.pl/media/products/3e3a755062d1554bfd0b5f90b6c20ce4/images/PUDCS4-008-019ME_op_01_S.jpg,"Products > Boxes / Pouches > Cake boxes","Cake boxes",14.85,23,18.27,PLN,1,170,,PK,10,1,30,48191000,POL,34,2,34,0.37378,"'Intended for contact with food.'"
"Decorative cake boxes - Thank you, rose gold, 14x8.5x14cm (1 pkt / 10 pc.)",PUDCS4-008-019R,5900779104082,"Decorative cake boxes made of white paper with metalic rose gold Thank you inscription. Size after assembling approx. 14 x 8.5 x 14 cm.<BR>(1 pkt / 10 pc.)",https://shop.partydeco.pl/media/products/07f97b4469344274209695f7c9a3b7af/images/PUDCS4-008-019R_01_S.jpg;https://shop.partydeco.pl/media/products/07f97b4469344274209695f7c9a3b7af/images/PUDCS4-008-019R_02_S.jpg;https://shop.partydeco.pl/media/products/07f97b4469344274209695f7c9a3b7af/images/PUDCS4-008-019R_03_S.jpg;https://shop.partydeco.pl/media/products/07f97b4469344274209695f7c9a3b7af/images/PUDCS4-008-019R_op_01_S.jpg;https://shop.partydeco.pl/media/products/07f97b4469344274209695f7c9a3b7af/images/PUDCS4-008-019R_04_S.jpg,"Products > Boxes / Pouches > Cake boxes","Cake boxes",14.85,23,18.27,PLN,1,300,,PK,10,1,30,48191000,POL,34,2,34,0.37378,"'Intended for contact with food.'"
"Decorative cake boxes, white, 16x8.5x9.5cm. (1 pkt / 10 pc.)",PUDCS8-008,5900779104105,"Decorative cake boxes made of white paper. Size after assembling approx. 16 x 8.5 x 9.5 cm.<BR>(1 pkt / 10 pc.)",https://shop.partydeco.pl/media/products/f1046d920d6bf27d3a8cda918965f6a3/images/PUDCS8-008_01_S.JPG;https://shop.partydeco.pl/media/products/f1046d920d6bf27d3a8cda918965f6a3/images/PUDCS8-008_op_01_S.jpg;https://shop.partydeco.pl/media/products/f1046d920d6bf27d3a8cda918965f6a3/images/PUDCS8-008_02_S.jpg;https://shop.partydeco.pl/media/products/f1046d920d6bf27d3a8cda918965f6a3/images/PUDCS8-008_03_S.jpg,"Products > Boxes / Pouches > Cake boxes","Cake boxes",9.05,23,11.13,PLN,1,300,,PK,10,1,50,48191000,POL,34,0.5,40,0.20693,"'Intended for contact with food.'"
"Decorative cake boxes - Branches, gold, 16 x 8.5 x 9.5 cm (1 pkt / 10 pc.)",PUDCS9-008-019ME,5900779104129,"Decorative cake boxes made of white paper, with gold metallic branches pattern. Size after assembling approx. 16 x 8.5 x 9.5 cm.<BR>(1 pkt / 10 pc.)",https://shop.partydeco.pl/media/products/a5470ee94ce515b4408ce86433ed033c/images/PUDCS9-008-019ME_01_S.jpg;https://shop.partydeco.pl/media/products/a5470ee94ce515b4408ce86433ed033c/images/PUDCS9-008-019ME_02_S.jpg;https://shop.partydeco.pl/media/products/a5470ee94ce515b4408ce86433ed033c/images/PUDCS9-008-019ME_03_S.jpg;https://shop.partydeco.pl/media/products/a5470ee94ce515b4408ce86433ed033c/images/PUDCS9-008-019ME_op_01_S.jpg,"Products > Boxes / Pouches > Cake boxes","Cake boxes",11.42,23,14.05,PLN,1,300,,PK,10,1,50,48191000,POL,34,0.5,40,0.20693,"'Intended for contact with food.'"
"Boxes, white, 6x6x5.5cm (1 pkt / 10 pc.)",PUDP23-008,5902230796249,"Boxes made of white paper, sizes approx. 6 x 6 x 5.5 cm.<BR>(1 pkt / 10 pc.)",https://shop.partydeco.pl/media/products/6f3a54b3c38395d7289346d49e249f70/images/PUDP23-008_01_S.jpg;https://shop.partydeco.pl/media/products/6f3a54b3c38395d7289346d49e249f70/images/PUDP23-008_03_S.jpg;https://shop.partydeco.pl/media/products/6f3a54b3c38395d7289346d49e249f70/images/PUDP23-008_04_S.jpg;https://shop.partydeco.pl/media/products/6f3a54b3c38395d7289346d49e249f70/images/PUDP23-008_op_01_S.jpg;https://shop.partydeco.pl/media/products/6f3a54b3c38395d7289346d49e249f70/images/PUDP23-008_05_S.jpg;https://shop.partydeco.pl/media/products/6f3a54b3c38395d7289346d49e249f70/images/PUDP23-008_06_S.jpg,"Products > Boxes / Pouches > Guests gifts","Guests gifts",5.37,23,6.61,PLN,1,88,,PK,10,1,30,48191000,POL,22,1,26,0.08984,
"Boxes, gold, 6x6x5.5cm (1 pkt / 10 pc.)",PUDP23-019M,5900779102545,"Boxes made of mirror gold paper, sizes approx. 6 x 6 x 5.5 cm.<BR>(1 pkt / 10 pc.)",https://shop.partydeco.pl/media/products/52f74cc30948025de2c65eaaa54ab069/images/PUDP23-019M_01_S.jpg;https://shop.partydeco.pl/media/products/52f74cc30948025de2c65eaaa54ab069/images/PUDP23-019M_03_S.jpg;https://shop.partydeco.pl/media/products/52f74cc30948025de2c65eaaa54ab069/images/PUDP23-019M_04_S.jpg;https://shop.partydeco.pl/media/products/52f74cc30948025de2c65eaaa54ab069/images/PUDP23-019M_05_S.jpg;https://shop.partydeco.pl/media/products/52f74cc30948025de2c65eaaa54ab069/images/PUDP23-019M_06_S.jpg;https://shop.partydeco.pl/media/products/52f74cc30948025de2c65eaaa54ab069/images/PUDP23-019M_07_S.jpg;https://shop.partydeco.pl/media/products/52f74cc30948025de2c65eaaa54ab069/images/PUDP23-019M_08_S.jpg;https://shop.partydeco.pl/media/products/52f74cc30948025de2c65eaaa54ab069/images/PUDP23-019M_op_01_S.jpg,"Products > Boxes / Pouches > Guests gifts","Guests gifts",5.62,23,6.91,PLN,1,300,,PK,10,1,50,48191000,CHN,21,1,27,0.078,
"Boxes, rose gold, 6x6x5.5cm (1 pkt / 10 pc.)",PUDP23-019R,5902230796690,"Boxes made of mirror rose gold paper, sizes approx. 6 x 6 x 5.5 cm.<BR>(1 pkt / 10 pc.)",https://shop.partydeco.pl/media/products/80aa6d35ea540650abf84bd7e8aab454/images/PUDP23-019R_01_S.jpg;https://shop.partydeco.pl/media/products/80aa6d35ea540650abf84bd7e8aab454/images/PUDP23-019R_03_S.jpg;https://shop.partydeco.pl/media/products/80aa6d35ea540650abf84bd7e8aab454/images/PUDP23-019R_04_S.jpg;https://shop.partydeco.pl/media/products/80aa6d35ea540650abf84bd7e8aab454/images/PUDP23-019R_op_01_S.jpg;https://shop.partydeco.pl/media/products/80aa6d35ea540650abf84bd7e8aab454/images/PUDP23-019R_05_S.jpg;https://shop.partydeco.pl/media/products/80aa6d35ea540650abf84bd7e8aab454/images/PUDP23-019R_06_S.jpg;https://shop.partydeco.pl/media/products/80aa6d35ea540650abf84bd7e8aab454/images/PUDP23-019R_07_S.jpg;https://shop.partydeco.pl/media/products/80aa6d35ea540650abf84bd7e8aab454/images/PUDP23-019R_10_S.jpg,"Products > Boxes / Pouches > Guests gifts","Guests gifts",5.62,23,6.91,PLN,1,300,,PK,10,1,50,48191000,CHN,27,1,21,0.078,
"Square boxes, transparent, 5x5x5cm (1 pkt / 10 pc.)",PUDP41-099,5900779103771,"Square boxes made of transparent foil. Size after assembling: width approx. 5 cm, height approx. 5 cm, depth approx. 5 cm.  <BR>(1 pkt / 10 pc.)",https://shop.partydeco.pl/media/products/f322e9cba2d94f712e7a8e23f34cc0d5/images/PUDP41-099_01_S.jpg;https://shop.partydeco.pl/media/products/f322e9cba2d94f712e7a8e23f34cc0d5/images/PUDP41-099_03_S.jpg;https://shop.partydeco.pl/media/products/f322e9cba2d94f712e7a8e23f34cc0d5/images/PUDP41-099_04_S.jpg;https://shop.partydeco.pl/media/products/f322e9cba2d94f712e7a8e23f34cc0d5/images/PUDP41-099_05_S.jpg;https://shop.partydeco.pl/media/products/f322e9cba2d94f712e7a8e23f34cc0d5/images/PUDP41-099_06_S.jpg;https://shop.partydeco.pl/media/products/f322e9cba2d94f712e7a8e23f34cc0d5/images/PUDP41-099_07_S.jpg;https://shop.partydeco.pl/media/products/f322e9cba2d94f712e7a8e23f34cc0d5/images/PUDP41-099_08_S.jpg;https://shop.partydeco.pl/media/products/f322e9cba2d94f712e7a8e23f34cc0d5/images/PUDP41-099_10_S.jpg,"Products > Boxes / Pouches > Guests gifts","Guests gifts",7.72,23,9.50,PLN,1,300,,PK,10,1,30,48191000,POL,12,1,22,0.07379,
"Boxes Chair, kraft, 5x5x5cm (1 pkt / 10 pc.)",PUDP7-031,5902230792579,"Boxes Chair made of kraft paper with a place card, size after assembling approx. 5 x 5 x 5 cm (with a backrest approx. 5 x 5 x 13.5 cm).<BR>(1 pkt / 10 pc.)",https://shop.partydeco.pl/media/products/5c6714755468bb07fba24c94889abd82/images/PUDP7-031_01_S.jpg;https://shop.partydeco.pl/media/products/5c6714755468bb07fba24c94889abd82/images/PUDP7-031_op_01_S.jpg;https://shop.partydeco.pl/media/products/5c6714755468bb07fba24c94889abd82/images/PUDP7-031_02_S.jpg,"Products > Boxes / Pouches > Guests gifts","Guests gifts",3.23,23,3.97,PLN,1,300,,PK,10,1,50,48191000,CHN,14,1,21.5,0.0628,
"Wedding card box - Cards, gold, 24x24x24cm",PUDTM6-019ME,5900779103924,"Wedding card box made of white paper with metallic gold inscription Cards, size after assembling approx. 24 x 24 x 24 cm.",https://shop.partydeco.pl/media/products/1bb4764b2c0c90146b92f7b9c2572b6e/images/PUDTM6-019ME_01_S.jpg;https://shop.partydeco.pl/media/products/1bb4764b2c0c90146b92f7b9c2572b6e/images/PUDTM6-019ME_02_S.jpg;https://shop.partydeco.pl/media/products/1bb4764b2c0c90146b92f7b9c2572b6e/images/PUDTM6-019ME_op_01_S.jpg,"Products > Boxes / Pouches > Card boxes","Card boxes",12.45,23,15.31,PLN,1,300,,PC,1,1,30,48191000,POL,26,2,40,0.1996,
"Wedding card box - Cards, rose gold, 24x24x24cm",PUDTM6-019R,5900779103948,"Wedding card box made of white paper with metallic rose gold inscription Cards, size after assembling approx. 24 x 24 x 24 cm.",https://shop.partydeco.pl/media/products/081f2c4048ffb952c303f58c4ea5990e/images/PUDTM6-019R_01_S.JPG;https://shop.partydeco.pl/media/products/081f2c4048ffb952c303f58c4ea5990e/images/PUDTM6-019R_02_S.jpg;https://shop.partydeco.pl/media/products/081f2c4048ffb952c303f58c4ea5990e/images/PUDTM6-019R_op_01_S.jpg,"Products > Boxes / Pouches > Card boxes","Card boxes",12.45,23,15.31,PLN,1,288,,PC,1,1,30,48191000,POL,26,2,40,0.1996,
"Confetti cones, gold, 16cm (1 pkt / 10 pc.)",ROZP1-019,5900779103597,"Confetti cones made of white paper with golden incription, height approx. 16 cm.<BR>(1 pkt / 10 pc.)",https://shop.partydeco.pl/media/products/ad36257bb322753a4dcc53053f6075f6/images/ROZP1-019_01_S.jpg;https://shop.partydeco.pl/media/products/ad36257bb322753a4dcc53053f6075f6/images/ROZP1-019_02_S.jpg;https://shop.partydeco.pl/media/products/ad36257bb322753a4dcc53053f6075f6/images/ROZP1-019_op_01_S.jpg,"Products > Boxes / Pouches > Confetti cones","Confetti cones",5.66,23,6.96,PLN,1,300,,PK,10,1,60,48195000,POL,16,0.3,23,0.0742,
"Decorative Rosettes Yummy, light blue (1 pkt / 3 pc.)",RPK20-001J,5902230796966,"Decorative rosettes Yummy, light blue with gold edges, diameters approx.: 40 cm, 32 cm, and 23 cm.<BR>(1 pkt / 3 pc.)",https://shop.partydeco.pl/media/products/655e06a1ad02d7bff816a4c3d9aee2ed/images/RPK20-001J_01_S.jpg;https://shop.partydeco.pl/media/products/655e06a1ad02d7bff816a4c3d9aee2ed/images/RPK20-001J_op_01_S.jpg;https://shop.partydeco.pl/media/products/655e06a1ad02d7bff816a4c3d9aee2ed/images/RPK20-001J_02_S.jpg;https://shop.partydeco.pl/media/products/655e06a1ad02d7bff816a4c3d9aee2ed/images/RPK20-001J_03_S.jpg;https://shop.partydeco.pl/media/products/655e06a1ad02d7bff816a4c3d9aee2ed/images/RPK20-001J_04_S.jpg;https://shop.partydeco.pl/media/products/655e06a1ad02d7bff816a4c3d9aee2ed/images/RPK20-001J_05_S.jpg;https://shop.partydeco.pl/media/products/655e06a1ad02d7bff816a4c3d9aee2ed/images/RPK20-001J_06_S.jpg;https://shop.partydeco.pl/media/products/655e06a1ad02d7bff816a4c3d9aee2ed/images/RPK20-001J_07_S.jpg;https://shop.partydeco.pl/media/products/655e06a1ad02d7bff816a4c3d9aee2ed/images/RPK20-001J_08_S.jpg,"Products > Hanging decorations > Paper rosettes","Paper rosettes",13.76,23,16.92,PLN,1,300,,PK,3,1,50,95059000,CHN,20,1.8,13,0.088,
"Decorative Rosettes Yummy, light lilac (1 pkt / 3 pc.)",RPK20-004J,5902230796959,"Decorative rosettes Yummy, light lilac with gold edges, diameters approx.: 40 cm, 32 cm, and 23 cm.<BR>(1 pkt / 3 pc.)",https://shop.partydeco.pl/media/products/c53cb268042845e274902ccdc4442fbe/images/RPK20-004J_01_S.jpg;https://shop.partydeco.pl/media/products/c53cb268042845e274902ccdc4442fbe/images/RPK20-004J_op_01_S.jpg;https://shop.partydeco.pl/media/products/c53cb268042845e274902ccdc4442fbe/images/RPK20-004J_02_S.jpg;https://shop.partydeco.pl/media/products/c53cb268042845e274902ccdc4442fbe/images/RPK20-004J_03_S.jpg;https://shop.partydeco.pl/media/products/c53cb268042845e274902ccdc4442fbe/images/RPK20-004J_04_S.jpg;https://shop.partydeco.pl/media/products/c53cb268042845e274902ccdc4442fbe/images/RPK20-004J_05_S.jpg;https://shop.partydeco.pl/media/products/c53cb268042845e274902ccdc4442fbe/images/RPK20-004J_06_S.jpg;https://shop.partydeco.pl/media/products/c53cb268042845e274902ccdc4442fbe/images/RPK20-004J_07_S.jpg,"Products > Hanging decorations > Paper rosettes","Paper rosettes",13.76,23,16.92,PLN,1,300,,PK,3,1,50,95059000,CHN,20,1.8,13,0.088,
"Decorative Rosettes Yummy, light yellow (1 pkt / 3 pc.)",RPK20-084J,5902230796980,"Decorative rosettes Yummy, light yellow with gold edges, diameters approx.: 40 cm, 32 cm, and 23 cm.<BR>(1 pkt / 3 pc.)",https://shop.partydeco.pl/media/products/22df7263d169ac096f4ed944e321f851/images/RPK20-084J_01_S.jpg;https://shop.partydeco.pl/media/products/22df7263d169ac096f4ed944e321f851/images/RPK20-084J_op_01_S.jpg;https://shop.partydeco.pl/media/products/22df7263d169ac096f4ed944e321f851/images/RPK20-084J_02_S.jpg;https://shop.partydeco.pl/media/products/22df7263d169ac096f4ed944e321f851/images/RPK20-084J_03_S.jpg;https://shop.partydeco.pl/media/products/22df7263d169ac096f4ed944e321f851/images/RPK20-084J_04_S.jpg,"Products > Hanging decorations > Paper rosettes","Paper rosettes",13.76,23,16.92,PLN,1,201,,PK,3,1,50,95059000,CHN,20,1.8,13,0.088,
